YVYJELUxOw,Esther,Short,Esther.Short@gmail.com,+56936143034,1234,6860493765448890,12/24,578,1,MJWONN,Ford Bronco,orange,2,4.500000
ffBxnzHRtC,Owen,Ponce,Owen.Ponce@gmail.com,+56918227452,1234,1691865603975060,12/24,435,0,DVCPQD,Subaru WRX,white,1,4.000000
hJXhSdWtSd,Kaia,Gomez,Kaia.Gomez@gmail.com,+56915777737,1234,2325142638706536,12/24,810,3,MFLGDL,Ford Fusion,green,1,2.100000
bXUKpdotAu,Ariel,Ritter,Ariel.Ritter@gmail.com,+56998278186,1234,9984151420440480,12/24,254,1,SBSSQY,Tesla Model 3,gray,1,4.500000
NRNPLhIUcq,Iyana,Blevins,Iyana.Blevins@gmail.com,+56919056911,1234,3058863450967801,12/24,175,3,VVFJXH,Nissan Juke,yellow,2,4.600000
oZBnPlXhYt,Thomas,Barton,Thomas.Barton@gmail.com,+56919476507,1234,4994709775556949,12/24,578,1,ZUQJIZ,Toyota Tacoma,orange,2,2.900000
EcjDxmpZTh,Franco,Figueroa,Franco.Figueroa@gmail.com,+56979611104,1234,3863634161428051,12/24,991,1,IXMMWM,Tesla Model S,green,4,4.700000
ovdBULAESh,Chaim,Brady,Chaim.Brady@gmail.com,+5699605186,1234,7424968285777786,12/24,426,2,QBIIBJ,Ford Flex,blue,3,3.200000
TIEzWsgAfv,Daniela,Casey,Daniela.Casey@gmail.com,+5699016711,1234,7416778533275093,12/24,814,1,KWQJAB,Nissan Rogue,yellow,3,4.600000
PbNkmDuZqR,Deon,Holden,Deon.Holden@gmail.com,+56962074331,1234,4186467191925736,12/24,110,3,RFUPXP,Chevrolet Bolt EV,black,2,4.700000
wNJaPMoiiF,Elyse,Ho,Elyse.Ho@gmail.com,+56993217936,1234,9316482792401072,12/24,380,0,PVKZHT,Hyundai Elantra,green,2,3.500000
pGsGCCiJUc,Jamal,Doyle,Jamal.Doyle@gmail.com,+56991245114,1234,5069278593806251,12/24,512,1,IXSQXC,Honda Pilot,purple,4,2.800000
kjQYcNirlF,Jensen,Harding,Jensen.Harding@gmail.com,+56953002563,1234,3430707194995600,12/24,962,2,ITHGSB,Ford Focus,black,4,2.400000
YaIRQHhQDf,Kellen,Booth,Kellen.Booth@gmail.com,+56989511066,1234,9170729656290180,12/24,927,1,FGSMRY,Subaru Justy,yellow,1,3.900000
gMrKVfcgPh,Edwin,Maddox,Edwin.Maddox@gmail.com,+56949597187,1234,8441478638077906,12/24,252,3,WNXPHC,Ford Mustang Mach-E,orange,4,4.000000
DgNqdorfPa,Maliyah,Becker,Maliyah.Becker@gmail.com,+56931336106,1234,4619831441123581,12/24,914,0,RFMHAE,Audi A4,blue,4,3.900000
jOEsHCbhvn,Paityn,Pace,Paityn.Pace@gmail.com,+56917622263,1234,1495737222732365,12/24,468,2,UKPFER,Ford Ranger,orange,1,3.200000
rAfZGmyaug,Miranda,Wang,Miranda.Wang@gmail.com,+5696158214,1234,7739400889778897,12/24,980,1,ZKOKDA,Lexus ES,white,4,3.600000
IwibxqYVDu,Isai,Henry,Isai.Henry@gmail.com,+5699768072,1234,2877413349581053,12/24,299,0,XFRRUM,Kia Optima,green,4,2.700000
oCExALYVsx,Mara,Irwin,Mara.Irwin@gmail.com,+56929074053,1234,4262808318742624,12/24,65,2,QKJGPK,Toyota Tundra,black,1,2.400000
iWCANQEqRX,Cassius,Charles,Cassius.Charles@gmail.com,+56944699800,1234,5198194658473414,12/24,597,2,XRTWAY,Nissan Altima,purple,3,3.100000
tuINbWnHfP,Jordan,Gaines,Jordan.Gaines@gmail.com,+56921644741,1234,8843571475145587,12/24,626,0,HXMJXQ,Mercedes-Benz C-Class,white,3,3.800000
DuAvPIhPgF,Celeste,Ingram,Celeste.Ingram@gmail.com,+56984632306,1234,9117655851986825,12/24,183,1,BDGTVY,Honda HR-V,black,2,3.600000
CDlgQCZUHm,Lena,Gomez,Lena.Gomez@gmail.com,+56966424087,1234,5256622265012795,12/24,758,0,EVUIKP,Honda Pilot,green,3,2.800000
nNLkPsaCGJ,Melody,Schmitt,Melody.Schmitt@gmail.com,+56963926358,1234,6983075424491387,12/24,711,0,WEZHRQ,Subaru Crosstrek,green,3,2.200000
gsvlVRlBsh,Kolby,Li,Kolby.Li@gmail.com,+56930764047,1234,0750473333257047,12/24,393,3,EODCKJ,Subaru WRX,orange,1,4.600000
mvkrxrziOX,Mira,Austin,Mira.Austin@gmail.com,+56977922305,1234,6396472916554139,12/24,229,0,YSIMVH,Jeep Trackhawk,gray,3,4.200000
lbyJDsmByT,Felix,Foster,Felix.Foster@gmail.com,+56992360812,1234,4394332409615537,12/24,453,1,ACFJYQ,Ford Bronco,green,4,4.000000
MZQXcjsKbS,Marie,Kramer,Marie.Kramer@gmail.com,+56971370661,1234,3830442361147685,12/24,769,3,WDBRPV,Ford Mustang Mach-E,orange,1,4.500000
CgzHHrobHU,Elsie,Washington,Elsie.Washington@gmail.com,+56917796713,1234,7548045616398643,12/24,564,3,HZDOWR,Chevrolet Traverse,red,2,4.000000
JIQURSWKIq,Carlee,Short,Carlee.Short@gmail.com,+56975305128,1234,2420926090368225,12/24,602,2,CGPNSY,Chevrolet Impala,green,2,4.000000
JXUgMcwuRD,Victoria,Estes,Victoria.Estes@gmail.com,+56994153633,1234,7190464040711937,12/24,228,2,UDXLKC,Chevrolet Malibu,green,2,3.800000
rrHlLxVsaT,Malik,Daniels,Malik.Daniels@gmail.com,+56958513165,1234,3779950233232075,12/24,934,0,QPUGCF,Jeep Commander,red,4,4.300000
vFMDHGGDTV,Allan,Quinn,Allan.Quinn@gmail.com,+56956137600,1234,7934516134951522,12/24,585,3,IUCHGF,Ram 2500,yellow,1,3.700000
bruONaiYDx,Gaige,Jefferson,Gaige.Jefferson@gmail.com,+5696154405,1234,4271153493982100,12/24,150,2,ZAPZHM,Jeep Compass,gray,3,3.700000
WegCoAqLmu,Deon,Norris,Deon.Norris@gmail.com,+56931535015,1234,3304636717942644,12/24,770,1,CGPOYD,Toyota Sienna,gray,4,2.200000
TJtDLUtPcX,Scott,Evans,Scott.Evans@gmail.com,+5691626347,1234,9599318374857993,12/24,258,2,GOERSW,Chevrolet Trax,white,4,2.900000
xznOHwPZgp,Carlo,Palmer,Carlo.Palmer@gmail.com,+56914387295,1234,9898880949597743,12/24,489,1,ECJAIM,Chevrolet Impala,yellow,2,4.100000
cqjOQSJkuI,Amanda,Price,Amanda.Price@gmail.com,+56949075849,1234,7576402581382752,12/24,457,0,CJAHQK,Chevrolet Malibu,green,1,4.400000
LCxtQXPwyO,Lance,Hunt,Lance.Hunt@gmail.com,+56922926252,1234,5080111027466090,12/24,919,2,VHULBT,Chevrolet Cruze,green,2,3.300000
RduJuqPRFn,Donavan,Short,Donavan.Short@gmail.com,+56941072277,1234,2141905318948920,12/24,28,3,NWGAKE,Nissan Altima,white,3,3.600000
TbYpBRlQps,Paisley,Hopkins,Paisley.Hopkins@gmail.com,+56928827911,1234,7635089817581957,12/24,708,2,QNCMCU,Toyota Avalon,red,3,3.700000
FJMuhQuabX,Kimberly,Montes,Kimberly.Montes@gmail.com,+56912974372,1234,0822029408044112,12/24,541,0,JUPSYG,Honda Pilot,red,4,3.700000
GoLVAnodYh,Carmen,Camacho,Carmen.Camacho@gmail.com,+56965292701,1234,0156924777979002,12/24,932,2,XXZNCQ,Nissan Armada,gray,4,4.700000
xdpYzfvuSA,Yoselin,Roy,Yoselin.Roy@gmail.com,+56935095014,1234,0282731878165057,12/24,347,1,ZZLYRT,BMW X5,purple,4,2.600000
DCyzBFhcfY,Sharon,Fisher,Sharon.Fisher@gmail.com,+5694344614,1234,3420666738305344,12/24,963,3,HOCJHP,Nissan Quest,white,3,2.200000
ZjuCOrNusm,Abigayle,Sanchez,Abigayle.Sanchez@gmail.com,+56976961449,1234,5829407920788636,12/24,802,2,JLHLFN,Nissan Kicks,orange,4,4.200000
PoPDYpxAPG,Andres,Melton,Andres.Melton@gmail.com,+56982276849,1234,5786035515729067,12/24,381,1,INKJQP,Ford Escape,red,1,4.200000
QbQtcPLujr,Keith,Atkinson,Keith.Atkinson@gmail.com,+56911298815,1234,9876474871729947,12/24,281,3,YKJSPM,Chevrolet Silverado,green,4,3.700000
taxtYeEqCe,Myles,Summers,Myles.Summers@gmail.com,+56984081856,1234,6883761979970324,12/24,107,3,NABJMP,Ford Fusion,red,4,2.200000
llulDXzNmJ,Krish,Mccall,Krish.Mccall@gmail.com,+56937916924,1234,4146666750255892,12/24,489,0,MNUTBI,Honda Ridgeline,orange,4,3.600000
yBczMqEbuL,Hayley,Zamora,Hayley.Zamora@gmail.com,+56959302387,1234,1587402050458856,12/24,829,3,JGPANS,Mazda3,purple,3,3.100000
RlFpYWWbOb,Zain,Bates,Zain.Bates@gmail.com,+56921304982,1234,9151676294786930,12/24,196,2,RQPQYR,Jeep Wrangler Unlimited,red,4,2.100000
XhoppXvPfB,Aimee,Herring,Aimee.Herring@gmail.com,+56953049371,1234,1976529003665167,12/24,949,0,SLCHWB,Honda Accord,white,2,2.800000
dszFEIExBB,Johanna,Cummings,Johanna.Cummings@gmail.com,+56936905554,1234,0700617614960547,12/24,968,3,BITYJR,Chevrolet Bolt EV,blue,4,2.600000
NWedAocHgC,Julio,Downs,Julio.Downs@gmail.com,+56964741154,1234,7951411659585798,12/24,777,0,UUAXLJ,Chevrolet Trax,white,3,4.700000
kzmIOlLHKt,Kennedi,Carr,Kennedi.Carr@gmail.com,+56942674365,1234,7335445107418103,12/24,686,2,ZHJZSR,Chevrolet Cruze,white,3,3.300000
tsOYFwoeAq,Kendra,Guerra,Kendra.Guerra@gmail.com,+56918147981,1234,0582080451964746,12/24,571,0,LGACZP,GMC Sierra,purple,4,3.900000
MRbWbmrQhL,Chaim,Dodson,Chaim.Dodson@gmail.com,+56995260414,1234,0920497817317368,12/24,748,3,NOKUVF,Volkswagen Passat,blue,4,2.900000
CdhXpWbeXu,Amelie,Proctor,Amelie.Proctor@gmail.com,+56978066809,1234,2901473936176186,12/24,808,3,BWHWIE,Jeep Trackhawk,blue,2,4.000000
xptcaKqmPm,Thomas,Roth,Thomas.Roth@gmail.com,+56919425142,1234,2031195146901792,12/24,397,2,JMVVSC,Ford Focus,yellow,4,3.300000
aMfuOnASrF,Orlando,Dunn,Orlando.Dunn@gmail.com,+56984253316,1234,8369002339742019,12/24,479,0,ZTZLFZ,Mercedes-Benz GLE,orange,1,3.900000
uoHurvmSRI,Felix,Flores,Felix.Flores@gmail.com,+5696796913,1234,1480793661762221,12/24,706,0,QMKPNL,Nissan Armada,gray,4,3.000000
DLjMvrrQbu,Julissa,Valenzuela,Julissa.Valenzuela@gmail.com,+56970121077,1234,2348808499811692,12/24,747,0,FFCGFD,BMW X5,green,2,4.000000
ElJVmilUxw,Triston,Archer,Triston.Archer@gmail.com,+56929945478,1234,7627267053454380,12/24,227,0,ONVLSV,Honda HR-V,blue,1,4.400000
xzETIpUiQj,Brogan,Butler,Brogan.Butler@gmail.com,+56993483793,1234,7061688066053630,12/24,552,1,HJUKVP,Hyundai Elantra,orange,3,4.600000
hdIEUZyPEp,Chasity,Alexander,Chasity.Alexander@gmail.com,+56984119392,1234,8626153398485621,12/24,155,0,TZPQSE,Nissan Altima,gray,4,3.500000
AqXYJLwfJf,Ayaan,Dougherty,Ayaan.Dougherty@gmail.com,+56936821107,1234,6479789512944717,12/24,399,3,DJGQJK,Jeep Patriot,yellow,3,4.300000
VCfCdxIFot,Lilianna,Novak,Lilianna.Novak@gmail.com,+56974738580,1234,7189055946624484,12/24,172,0,ZXTGAJ,Honda Passport,green,4,2.000000
VmqJkjyPAY,Troy,Patrick,Troy.Patrick@gmail.com,+56918924227,1234,7400719140974393,12/24,923,1,GQGJDM,Jeep Wrangler Unlimited,orange,1,4.300000
YlqhuVGUOh,Reuben,Wiley,Reuben.Wiley@gmail.com,+56910857696,1234,9589493376013594,12/24,656,1,SAASEL,Jeep Grand Wagoneer,yellow,2,3.500000
DxmxBEftwH,Giana,Vaughan,Giana.Vaughan@gmail.com,+56980484321,1234,4660753308275863,12/24,673,0,GEEEOA,Nissan Versa,orange,3,2.700000
hKJkicRevx,Holly,Hubbard,Holly.Hubbard@gmail.com,+56970782374,1234,5885122919645227,12/24,617,3,GHJVFG,Ford Mustang Mach-E,red,2,2.900000
MKncboSlrf,Maxim,Coleman,Maxim.Coleman@gmail.com,+56980883381,1234,9701085747198545,12/24,63,3,LBVQQI,Kia Optima,green,4,4.100000
pPbZfZdhKf,Nathanial,Barber,Nathanial.Barber@gmail.com,+56988717896,1234,5604518521812100,12/24,748,2,TEXERQ,Jeep Trackhawk,orange,3,2.600000
eXCNrAPwzb,Sage,Vaughn,Sage.Vaughn@gmail.com,+56989381188,1234,2832667245778777,12/24,127,3,RCFWQS,Nissan Sentra,green,1,4.100000
nyzAVfIjjx,Mohammad,Schmitt,Mohammad.Schmitt@gmail.com,+56991336671,1234,5660008705891445,12/24,700,1,OUDHOQ,Subaru Forester,black,1,3.300000
NOwtNmoXIu,Remington,Duncan,Remington.Duncan@gmail.com,+56936229031,1234,8472209681432197,12/24,698,0,XZKCES,Mercedes-Benz GLE,blue,2,3.600000
SiUgyNoMxk,Malik,Perkins,Malik.Perkins@gmail.com,+56965262033,1234,8240726332796587,12/24,917,2,SWWHOY,Chevrolet Traverse,red,3,4.600000
IcaHOoZUVx,Ignacio,Pham,Ignacio.Pham@gmail.com,+56965506112,1234,0168860511858426,12/24,710,1,WRMEER,Lexus ES,white,3,3.200000
zsyyBHOdVX,Diego,Doyle,Diego.Doyle@gmail.com,+5691451814,1234,7723669083391757,12/24,844,0,RABZAA,Jeep Renegade,red,3,2.400000
bAglfoywUC,Maximillian,Baxter,Maximillian.Baxter@gmail.com,+56964955498,1234,3153329179088716,12/24,43,2,FYQRBH,Chevrolet Malibu,orange,4,2.700000
OuKswsMjIt,Marilyn,Garner,Marilyn.Garner@gmail.com,+56940791538,1234,8648409691352796,12/24,230,3,SVXUTA,Ford F-150,blue,2,3.200000
XIrHxzkraz,Reese,Mayo,Reese.Mayo@gmail.com,+56949525722,1234,2389405739337243,12/24,372,2,OKEHTT,Jeep Wrangler Unlimited,white,2,4.200000
HJgNbWPKHn,Kimberly,Harper,Kimberly.Harper@gmail.com,+56982578715,1234,0428714341277808,12/24,142,0,FQNJXZ,Nissan Rogue,purple,4,4.300000
FElwnUoIiA,Moises,Mendez,Moises.Mendez@gmail.com,+56970384404,1234,3032428381825305,12/24,14,0,SMGBOH,Honda Insight,red,1,2.800000
iiUqKdskNb,Maya,Murphy,Maya.Murphy@gmail.com,+56912999350,1234,8551398439711688,12/24,124,1,MFCZEM,Toyota Sienna,white,1,2.100000
wgSIGTxuEK,Raegan,Collins,Raegan.Collins@gmail.com,+56988754832,1234,1179238738118396,12/24,395,0,TBUZHZ,Honda Insight,orange,3,4.600000
EQHOQmYjzs,Kaylen,Shepard,Kaylen.Shepard@gmail.com,+56959495314,1234,9554976086059346,12/24,399,1,RBAFGY,Jeep Trackhawk,orange,4,4.100000
OeZNghNxMd,Jaida,Fuentes,Jaida.Fuentes@gmail.com,+56956486435,1234,4367816127405126,12/24,133,1,EOYCNH,Volkswagen Passat,green,3,4.500000
fgzTwHVLwS,Paxton,Li,Paxton.Li@gmail.com,+5691236999,1234,1694274685099864,12/24,517,2,ZUQHAC,Subaru Ascent,blue,1,2.400000
QnbfhnrWRg,Israel,Novak,Israel.Novak@gmail.com,+5691499321,1234,3095795572222198,12/24,542,0,HNEFWD,Honda Pilot,green,1,4.000000
teurIKKnnm,Marina,Jenkins,Marina.Jenkins@gmail.com,+56941383094,1234,2617033507273295,12/24,808,1,AATACX,Jeep Renegade,purple,1,4.700000
kppOnlcXak,Krish,Vaughan,Krish.Vaughan@gmail.com,+56999539705,1234,8906457106431406,12/24,522,0,SHMUVK,Ford Taurus,purple,3,4.500000
yqHUYJbNHs,Colby,Ritter,Colby.Ritter@gmail.com,+56954102309,1234,8818130762359923,12/24,28,0,HJTUDX,Toyota Sequoia,black,2,2.700000
lsSxoUHLIK,Junior,Osborne,Junior.Osborne@gmail.com,+56928801454,1234,2510769932867488,12/24,268,2,TIQETN,Chevrolet Traverse,yellow,2,3.600000
xHbWdzYUxf,Aaden,Carpenter,Aaden.Carpenter@gmail.com,+56919098401,1234,6924867337862563,12/24,852,3,ZXAWTB,Volkswagen Golf,blue,4,4.400000
gOarVNFVoU,Kaylen,Rangel,Kaylen.Rangel@gmail.com,+56923917346,1234,4832019335032397,12/24,39,2,NDGTEU,Subaru XV,purple,2,2.700000
gEiCcBsBGq,Nicolas,Mathis,Nicolas.Mathis@gmail.com,+56937401003,1234,9973662251690915,12/24,46,2,NCGAEU,Subaru Crosstrek,purple,2,4.700000
WSSDwTWRbG,Sage,Hudson,Sage.Hudson@gmail.com,+56916491458,1234,0056798564966407,12/24,328,1,GRUAYG,Chevrolet Trailblazer,yellow,1,4.900000
tWYKOGyCpV,Seamus,Peters,Seamus.Peters@gmail.com,+56996893641,1234,0669870454322844,12/24,654,3,TQYHRA,BMW 5 Series,orange,2,3.800000
KFvutTCTNt,Emanuel,Krueger,Emanuel.Krueger@gmail.com,+56979128057,1234,5867351395719640,12/24,81,3,QFRAIA,Ford Mustang,blue,4,3.900000
YqjESmhBTY,Kolton,Daniels,Kolton.Daniels@gmail.com,+5691845775,1234,4380723079905935,12/24,314,0,IXKQUR,Subaru Tribeca,white,4,3.500000
qQzcjYppeu,Payten,Poole,Payten.Poole@gmail.com,+5694462702,1234,3815667351077274,12/24,640,1,VUTLCP,Toyota FJ Cruiser,red,2,2.500000
jOovifOFkE,Talan,Zavala,Talan.Zavala@gmail.com,+56993839248,1234,2649918257061083,12/24,962,2,ZHITJJ,Chevrolet Equinox,blue,4,2.500000
bKZfazgDSC,Houston,Walton,Houston.Walton@gmail.com,+5698054571,1234,4371464817697426,12/24,729,2,LBFSCG,Nissan Quest,gray,2,2.500000
FJgECySQWm,Anne,Arnold,Anne.Arnold@gmail.com,+56964177840,1234,9350082201841304,12/24,705,1,EQDBHU,Chevrolet Silverado,blue,1,2.800000
JXkZkmvhzm,Kassidy,Ferguson,Kassidy.Ferguson@gmail.com,+56972071806,1234,8533947940387550,12/24,63,2,DZIAMU,Lexus IS,purple,2,2.000000
sKkIyEtWVv,Ibrahim,Leon,Ibrahim.Leon@gmail.com,+56976461536,1234,1895482493947675,12/24,389,0,FTJWFI,Ram 2500,gray,3,4.800000
PLllCBFqwv,Corinne,Jenkins,Corinne.Jenkins@gmail.com,+56965265288,1234,4400742716066167,12/24,140,0,HQPOZO,Chevrolet Express,red,2,3.200000
IVwmsNiYjP,Zion,Brock,Zion.Brock@gmail.com,+56915359232,1234,1169367132928200,12/24,359,1,WTJBJM,Ford Explorer,blue,3,2.400000
yacwhcWkih,Tamara,Fischer,Tamara.Fischer@gmail.com,+56910507561,1234,9022792631845902,12/24,30,2,GVDFOM,Subaru Justy,red,4,2.900000
CXkVvnVKsp,Krystal,Cochran,Krystal.Cochran@gmail.com,+56966529978,1234,2507150678189856,12/24,148,1,XDSOYN,Nissan Armada,black,2,4.800000
aTTMYYGyjJ,Kennedi,Montgomery,Kennedi.Montgomery@gmail.com,+56997660386,1234,6968622463310996,12/24,393,3,UFWCQG,Nissan Pathfinder,orange,3,4.500000
qlzGozFZxk,Eugene,Cabrera,Eugene.Cabrera@gmail.com,+56936057099,1234,8125284361611525,12/24,558,0,BAJNQL,Jeep Cherokee,red,2,2.000000
pJtFKLPnFD,Deandre,Lucas,Deandre.Lucas@gmail.com,+56958767834,1234,2213699288053356,12/24,810,2,IZKJDH,Honda Accord,red,3,3.400000
DYQLLSngHT,Aniyah,Castaneda,Aniyah.Castaneda@gmail.com,+56981828683,1234,0391562591178953,12/24,765,2,SQFGCD,Jeep Gladiator,green,4,2.300000
LMWCWgiTPB,Marvin,Moran,Marvin.Moran@gmail.com,+56983149649,1234,0739258400125637,12/24,835,0,EKPPAP,Chevrolet Blazer,purple,3,3.700000
qQpLTholzI,Alyvia,Daniels,Alyvia.Daniels@gmail.com,+56983493339,1234,3737108766193301,12/24,773,2,RENLJN,Nissan Quest,yellow,4,2.400000
JaQSqbZJRC,Dario,Moyer,Dario.Moyer@gmail.com,+56927297995,1234,0900127620353881,12/24,956,1,NPCSFF,Jeep Patriot,gray,4,2.800000
TSUmTxVbPi,Rory,Larsen,Rory.Larsen@gmail.com,+56986797499,1234,1369887181712983,12/24,598,3,MBBIEA,Chevrolet Equinox,white,3,4.300000
pTggRDxafm,Paxton,Hammond,Paxton.Hammond@gmail.com,+56934908920,1234,7016856075084565,12/24,692,1,XHGYZT,Chevrolet Cruze,white,2,4.100000
seYHyaIEAT,Arabella,Gomez,Arabella.Gomez@gmail.com,+56931345388,1234,5458391136545563,12/24,994,0,XIVLXZ,Toyota C-HR,white,3,3.500000
kWLrzDdIKE,Dania,Hurley,Dania.Hurley@gmail.com,+56956444053,1234,2628798189129251,12/24,935,3,VECCKY,Ford Flex,green,1,3.100000
ugLqtaArIg,Alonso,Page,Alonso.Page@gmail.com,+56977270349,1234,2202399854247840,12/24,80,3,IQVDKZ,Lexus ES,yellow,3,2.400000
xsmDnnsqfX,Kaitlin,Crane,Kaitlin.Crane@gmail.com,+56987101969,1234,4096120188683352,12/24,102,3,ETCPIC,GMC Sierra,blue,1,3.000000
LnXjRzBgiV,Vicente,Carpenter,Vicente.Carpenter@gmail.com,+56933983678,1234,9275666439134582,12/24,221,2,EXNKWJ,Tesla Model S,black,2,3.800000
luLfJuFYNh,Payten,Wu,Payten.Wu@gmail.com,+56942716529,1234,1914038026585176,12/24,813,3,UMSEZT,Chevrolet Trailblazer,green,1,4.400000
ZuooXBJwBE,Aidyn,May,Aidyn.May@gmail.com,+56938637884,1234,3611624301889091,12/24,758,0,KIQTXA,Toyota Land Cruiser,orange,2,4.500000
CZTOBQmEhA,Moises,Abbott,Moises.Abbott@gmail.com,+56911988142,1234,7862014955046823,12/24,531,0,YRLQIL,Chevrolet Corvette,gray,2,2.200000
VfboeSCgWq,Chaim,Atkinson,Chaim.Atkinson@gmail.com,+56956840447,1234,4478155797338021,12/24,283,0,VWBSWJ,Chevrolet Equinox,black,4,2.100000
KakFazCObm,Jensen,Stephens,Jensen.Stephens@gmail.com,+56958894195,1234,1644642385700719,12/24,4,0,VIATXJ,Hyundai Santa Fe,white,1,2.500000
tWeBEkjLBY,Jovany,Crosby,Jovany.Crosby@gmail.com,+56980152396,1234,1552496887149614,12/24,587,2,XDZQNH,Toyota FJ Cruiser,gray,2,3.700000
OVICLObnbn,Krish,Ward,Krish.Ward@gmail.com,+56939042513,1234,8290584112204959,12/24,563,1,KIDEHD,Chevrolet Silverado,red,2,3.900000
WGoydjBuky,Hope,Mosley,Hope.Mosley@gmail.com,+56929760783,1234,7875044953663515,12/24,684,3,XZUIXH,Ford Escape,blue,1,2.400000
nOaocPmOWZ,Sienna,Summers,Sienna.Summers@gmail.com,+56982709242,1234,9968565925785273,12/24,550,1,TKMKEN,Ford Excursion,black,4,3.600000
MQzkyHzoBQ,Eve,Acosta,Eve.Acosta@gmail.com,+56996437537,1234,2225695818239307,12/24,842,3,AZGRHN,Subaru XV,yellow,2,4.900000
tLYjQWAjmc,Gianni,Gates,Gianni.Gates@gmail.com,+56960948083,1234,3943706313587226,12/24,268,3,GLUHBC,Toyota Tacoma,blue,1,4.100000
zhTVBpubij,Mareli,Leon,Mareli.Leon@gmail.com,+56911993516,1234,9820733273967196,12/24,633,1,FSRHJZ,Nissan Pathfinder,red,1,4.500000
OEEXYGSwKQ,Finnegan,Archer,Finnegan.Archer@gmail.com,+56977665523,1234,3985463235102138,12/24,686,3,EVFSOK,Audi Q5,purple,2,4.900000
MavVfupTjt,Marley,Boyer,Marley.Boyer@gmail.com,+5699649512,1234,4774328435941297,12/24,844,0,YMOMNJ,Kia Optima,purple,3,4.900000
XmXadiJoEq,Angie,Montgomery,Angie.Montgomery@gmail.com,+56963280872,1234,7012668089995335,12/24,750,2,TMEICD,Subaru Tribeca,orange,2,3.800000
ndjoFffLlo,Emanuel,Mathews,Emanuel.Mathews@gmail.com,+56917260910,1234,9464401154403785,12/24,362,3,CDGRTR,Chevrolet Colorado,red,3,2.500000
kPAgTqpgZS,Riley,Casey,Riley.Casey@gmail.com,+56975592924,1234,4412905801579355,12/24,951,1,ESXJKV,Subaru Tribeca,black,4,4.000000
bkxoiwGOLx,Isai,Peck,Isai.Peck@gmail.com,+569550182,1234,6929077977901440,12/24,166,3,IAYTFP,Ford Focus,white,4,4.200000
MKchsIzbqi,Jazlynn,Macdonald,Jazlynn.Macdonald@gmail.com,+56919820997,1234,0695159247109436,12/24,11,0,VLYOVV,Ford Bronco,black,1,2.100000
OTMAJBwyAV,Adrien,Barrett,Adrien.Barrett@gmail.com,+56924751812,1234,1186885968179831,12/24,453,3,MTHMQC,Honda Accord,gray,1,2.400000
TinWBLRGeh,Jorden,Edwards,Jorden.Edwards@gmail.com,+56997874632,1234,0818228995643308,12/24,363,3,MGGSVY,Kia Optima,yellow,1,4.600000
nHXAZXMRuh,Saige,Griffith,Saige.Griffith@gmail.com,+56916597527,1234,0797725670793624,12/24,284,1,GPMVTS,Hyundai Sonata,green,2,2.400000
wqQbxITcmr,Kendra,Reynolds,Kendra.Reynolds@gmail.com,+56938239557,1234,3791775971559521,12/24,582,3,MTNHHE,Lexus ES,red,4,2.800000
MAJgOknuIW,Moses,Gross,Moses.Gross@gmail.com,+56944645023,1234,3380238248365888,12/24,179,3,FSCMEK,Chevrolet Suburban,purple,3,2.500000
JCjusBUBxH,Cheyenne,Hunt,Cheyenne.Hunt@gmail.com,+5693857237,1234,0884380161816588,12/24,906,3,IKHJZH,Jeep Grand Wagoneer,orange,1,2.700000
IFAzmcqBVP,Kolton,Krueger,Kolton.Krueger@gmail.com,+56992734489,1234,7095814589165456,12/24,514,1,NZOBYZ,Subaru Crosstrek,green,2,3.500000
yImtkAyCRk,Jazlynn,Mcfarland,Jazlynn.Mcfarland@gmail.com,+56942716466,1234,7162950366579020,12/24,243,2,GCCLPM,Kia Sorento,green,2,4.600000
gpSMfhQGaa,Addison,Gross,Addison.Gross@gmail.com,+5692884515,1234,8755336171372304,12/24,82,2,FPHZUP,Nissan Juke,purple,3,4.600000
TEmbSRmGkn,Amber,Perkins,Amber.Perkins@gmail.com,+56959421115,1234,1963224981283857,12/24,32,1,CRNZEF,Jeep Wrangler,black,1,2.600000
DROTtVbvDd,Seamus,Hall,Seamus.Hall@gmail.com,+56925870719,1234,7622498730369381,12/24,966,2,ROJTLC,Toyota Tacoma,red,2,4.000000
XtozXiLSQv,Selah,Guerrero,Selah.Guerrero@gmail.com,+56978555908,1234,5320522004720110,12/24,979,2,SXZNAX,Volkswagen Passat,green,2,3.200000
PAOqkNuABY,Finnegan,Irwin,Finnegan.Irwin@gmail.com,+56989491092,1234,8626902306674144,12/24,302,2,UUCBLI,Hyundai Santa Fe,white,2,3.600000
BWAnnVENIq,Alison,Guerra,Alison.Guerra@gmail.com,+56950460372,1234,7546501373529233,12/24,149,2,XAPJWY,Ram 2500,orange,2,4.900000
AjZrjRhLkY,Sergio,Hardy,Sergio.Hardy@gmail.com,+56913470374,1234,9083430510775185,12/24,880,2,XKDCRN,BMW 3 Series,green,1,4.300000
evTUGZpPES,Walker,Mathews,Walker.Mathews@gmail.com,+56952440086,1234,3725110048343171,12/24,888,2,NGYYAY,Jeep Gladiator,green,1,2.200000
bTFWuACUgQ,Jay,Velazquez,Jay.Velazquez@gmail.com,+56910435872,1234,7759813635205975,12/24,209,0,ABXGNC,Toyota Prius,green,2,4.000000
